did	lamb	obj	method	budget	scheme	setM	I	W	RI	RW
d1	2.0	A	brute	2	(1.0, 1.0)	(131, 101)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(131, 108)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(131, 111)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(131, 125)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 10)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 141)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 13)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 14)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 143)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 145)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 19)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 148)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 20)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 22)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 152)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 24)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 27)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 29)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 32)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 33)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 169)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 41)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 44)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 45)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 174)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 173)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 47)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 50)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 53)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 183)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 65)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 67)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 196)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 197)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 71)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 72)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 73)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 74)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 76)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 204)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 77)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 207)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 80)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 206)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 86)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 215)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 90)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 92)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 96)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 98)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 99)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 101)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 108)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 111)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(135, 125)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 141)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 13)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 14)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 143)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 145)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 19)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 148)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 20)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 22)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 152)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 24)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 27)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 29)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 32)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 33)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 169)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 41)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 44)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 45)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 174)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 173)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 47)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 50)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 53)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 183)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 65)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 67)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 196)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 197)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 71)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 72)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 73)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 74)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 76)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 204)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 77)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 207)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 80)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 206)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 86)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 215)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 90)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 92)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 96)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 98)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 99)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 101)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 108)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 111)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(10, 125)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 13)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 14)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 143)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 145)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 19)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 148)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 20)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 22)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 152)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 24)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 27)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 29)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 32)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 33)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 169)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 41)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 44)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 45)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 174)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 173)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 47)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 50)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 53)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 183)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 65)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 67)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 196)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 197)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 71)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 72)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 73)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 74)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 76)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 204)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 77)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 207)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 80)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 206)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 86)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 215)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 90)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 92)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 96)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 98)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 99)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 101)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 108)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 111)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(141, 125)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 14)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 143)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 145)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 19)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 148)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 20)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 22)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 152)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 24)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 27)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 29)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 32)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 33)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 169)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 41)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 44)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 45)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 174)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 173)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 47)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 50)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 53)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 183)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 65)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 67)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 196)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 197)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 71)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 72)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 73)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 74)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 76)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 204)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 77)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 207)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 80)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 206)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 86)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 215)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 90)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 92)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 96)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 98)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 99)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 101)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 108)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 111)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(13, 125)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 143)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 145)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 19)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 148)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 20)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 22)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 152)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 24)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 27)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 29)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 32)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 33)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 169)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 41)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 44)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 45)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 174)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 173)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 47)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 50)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 53)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 183)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 65)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 67)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 196)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 197)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 71)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 72)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 73)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 74)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 76)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 204)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 77)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 207)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 80)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 206)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 86)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 215)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 90)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 92)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 96)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 98)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 99)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 101)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 108)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 111)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(14, 125)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 145)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 19)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 148)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 20)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 22)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 152)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 24)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 27)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 29)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 32)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 33)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 169)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 41)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 44)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 45)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 174)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 173)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 47)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 50)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 53)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 183)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 65)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 67)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 196)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 197)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 71)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 72)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 73)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 74)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 76)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 204)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 77)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 207)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 80)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 206)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 86)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 215)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 90)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 92)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 96)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 98)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 99)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 101)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 108)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 111)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(143, 125)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 19)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 148)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 20)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 22)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 152)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 24)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 27)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 29)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 32)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 33)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 169)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 41)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 44)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 45)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 174)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 173)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 47)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 50)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 53)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 183)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 65)	0	0	0.0	0.0
d1	2.0	A	brute	2	(1.0, 1.0)	(145, 67)	0	0	0.0	0.0
